ID,AnnualIncome,EmploymentStatus,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,Age,CreditScore,EducationLevel,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore,Experience,ApplicationDate,Monthlyincome,Monthlyloanpyament,Totaldebttoincomeratio
B059,49910,Employed,72,1,243,3,0,0,25,2467,21717,256397,1,19,609,Master,19908,Married,Mortgage,29.6,1,Debt Consolidation,24,2082,278114,3,22.47,33.0,0.0,2021-07-15,4159.166666666667,505.7799088622403,18.003123434876542
B060,59599,Employed,96,1,168,1,0,0,3,2205,24427,19516,0,45,596,Associate,15075,Married,Mortgage,635.0,2,Home,26,184,43943,3,25.04,55.0,24.0,2021-07-16,4966.583333333333,364.80297408756263,10.727756655398165
B061,23216,Employed,36,2,701,2,0,0,1,262,26900,171930,0,22,602,Associate,12696,Married,Mortgage,21.1,1,Other,25,3471,198830,10,19.11,49.0,0.0,2021-07-17,1934.6666666666667,466.0912291235707,60.32518413802053
B062,83708,Self-Employed,72,3,185,2,0,0,25,4715,14052,20705,0,41,540,Associate,42251,Married,Other,20.2,0,Home,28,1798,34757,6,32.21,51.0,18.0,2021-07-18,6975.666666666667,1331.8821262675424,21.745335589442476
B063,57225,Employed,72,3,582,1,0,0,9,2111,24754,7227,0,42,587,High School,17583,Divorced,Mortgage,3.65,1,Home,20,5868,7979,3,23.31,59.0,18.0,2021-07-19,4768.75,455.56757457107506,21.757642454963566
B064,15531,Employed,36,4,391,1,0,0,4,1122,109846,1380,0,50,626,Associate,24169,Married,Mortgage,22.2,0,Auto,17,865,76534,7,20.55,51.0,27.0,2021-07-20,1294.25,904.9940795482152,100.1347560014074
B065,62358,Employed,24,2,1008,3,0,0,15,622,22480,114030,0,61,647,High School,17623,Single,Rent,6.22,2,Debt Consolidation,21,4441,136510,10,18.7,47.0,37.0,2021-07-21,5196.5,885.7845306207876,36.443462534798186
B066,90803,Employed,60,5,223,3,0,1,27,1406,32011,5893,0,23,447,High School,58012,Single,Own,22.0,1,Auto,21,3618,10893,6,31.17,57.0,0.0,2021-07-22,7566.916666666667,1918.788926877061,28.30464535590755
B067,45834,Employed,48,5,90,5,0,0,24,1176,3047,80249,1,39,586,Bachelor,11772,Married,Rent,14.7,2,Home,18,1838,83296,4,22.53,40.0,16.0,2021-07-23,3819.5,374.2850300014839,12.155649430592588
B068,27937,Employed,24,1,372,4,0,0,16,711,31934,33181,0,36,587,Associate,62249,Married,Rent,5.1,0,Debt Consolidation,19,24075,65115,3,24.71,55.0,11.0,2021-07-24,2328.0833333333335,3313.2731886382794,158.296446517734
B069,35610,Employed,60,1,212,1,0,0,29,6352,35469,197213,0,45,587,High School,46240,Married,Mortgage,3.35,2,Education,23,4850,232682,3,22.67,47.0,22.0,2021-07-25,2967.5,1294.7753441597213,50.77591724211361
B070,32844,Employed,24,1,170,3,0,0,12,1468,23016,17291,0,42,549,High School,13346,Married,Mortgage,13.5,1,Education,14,2844,40307,5,20.35,50.0,15.0,2021-07-26,2737.0,681.5394750879303,31.11214742739972
B071,19572,Employed,48,2,285,1,0,0,29,569,31454,27516,0,35,603,High School,22150,Single,Mortgage,32.6,1,Education,30,3099,58970,7,23.35,55.0,11.0,2021-07-27,1631.0,714.1943153635749,61.26268027980226
B072,105312,Employed,72,0,639,0,0,0,7,2366,15273,102785,1,34,562,Associate,9781,Single,Own,20.9,1,Debt Consolidation,28,1424,118058,4,19.5,40.0,14.0,2021-07-28,8776.0,231.45645469589502,9.91860135250564
B073,71910,Unemployed,60,1,2093,2,0,1,15,1770,11000,95731,0,26,546,Associate,11775,Married,Other,3.07,0,Home,23,6461,106731,3,22.85,63.0,4.0,2021-07-29,5992.5,330.92880454002926,40.44937512791038
B074,93556,Employed,108,0,1096,1,0,0,28,1812,80168,7446,0,51,528,High School,25062,Single,Rent,6.22,1,Auto,21,2134,26267,9,30.34,51.0,28.0,2021-07-30,7796.333333333333,679.4680521862139,22.773116236515634
B075,22960,Unemployed,60,3,603,1,0,1,8,1554,23252,79754,0,45,616,Bachelor,27251,Married,Own,5.06,0,Home,28,1764,103006,3,23.58,56.0,22.0,2021-07-31,1913.3333333333333,777.3265917153069,72.14250479348294
B076,51876,Employed,36,2,163,1,0,0,24,2481,6573,94222,1,51,627,High School,15559,Single,Rent,19.4,0,Home,23,902,100795,3,16.91,35.0,27.0,2021-08-01,4323.0,554.0241260722811,16.586262458299355
B077,86373,Employed,36,0,489,5,1,0,28,2179,6897,93603,0,36,566,High School,25981,Married,Mortgage,3.22,1,Home,20,4403,100500,5,22.24,65.0,12.0,2021-08-02,7197.75,995.4548505238866,20.62387343994841
B078,33093,Unemployed,60,1,356,3,0,1,14,1760,17556,84103,0,32,536,Doctorate,18992,Married,Mortgage,5.41,2,Debt Consolidation,20,1474,101659,4,22.11,59.0,12.0,2021-08-03,2757.75,525.7268727137699,31.972690516318377
B079,37060,Employed,60,1,407,1,0,1,20,1224,72839,4792,0,27,589,Associate,29202,Divorced,Mortgage,596.0,0,Debt Consolidation,31,1552,35930,2,26.77,62.0,2.0,2021-08-04,3088.3333333333335,887.6826379423801,41.9217259992136
B080,20315,Employed,36,2,741,1,0,0,19,845,21471,83443,0,44,602,High School,33150,Married,Mortgage,20.7,0,Debt Consolidation,21,1033,104914,5,21.75,51.0,22.0,2021-08-05,1692.9166666666667,1261.7301711549471,118.30057619423758
B081,83046,Employed,60,4,326,5,0,0,3,385,15908,40804,1,27,517,Master,22327,Married,Rent,21.9,1,Debt Consolidation,21,1267,56712,8,22.87,48.0,6.0,2021-08-06,6920.5,627.7421635823904,13.781405441548882
B082,46772,Employed,60,0,291,1,0,0,24,6889,23460,4475,0,62,566,High School,32098,Married,Other,1.49,3,Home,30,6856,27935,1,26.45,50.0,41.0,2021-08-07,3897.6666666666665,969.5988313795508,32.342397110567454
B083,36768,Employed,12,0,528,5,0,0,1,814,1577,117062,0,24,598,Master,33219,Single,Mortgage,24.3,1,Home,21,4136,118639,2,22.58,55.0,0.0,2021-08-08,3064.0,3118.3918774917,119.00756780325392
B084,23314,Employed,60,3,678,2,0,0,9,478,17595,29351,0,43,550,High School,28477,Married,Rent,11.9,2,Other,19,3239,46946,5,27.67,51.0,21.0,2021-08-09,1942.8333333333333,880.9940818267125,80.2433258210541
B085,149456,Self-Employed,36,0,485,3,0,0,17,1387,2806,48913,1,58,639,Master,17227,Single,Mortgage,5.89,1,Education,24,470,51719,5,19.19,42.0,37.0,2021-08-10,12454.666666666666,633.1293657595054,8.977593665770572
B086,42585,Employed,24,0,219,3,0,0,1,1901,13508,128130,0,47,547,High School,13984,Single,Mortgage,2.83,0,Home,22,4223,141638,2,24.78,57.0,25.0,2021-08-11,3548.75,744.8046463956169,27.158989683567928
B087,94771,Employed,84,0,172,2,0,0,1,3476,11703,86530,1,42,632,Master,16012,Single,Other,6.64,0,Debt Consolidation,26,1573,98233,2,22.55,40.0,23.0,2021-08-12,7897.583333333333,380.55254848525465,6.996476329070133
B088,90504,Employed,120,2,757,3,1,0,5,707,17118,25067,0,28,445,Bachelor,39448,Single,Mortgage,1.97,1,Other,23,842,42185,3,34.07,64.0,7.0,2021-08-13,7542.0,1160.3172877932873,25.421868042870422
B089,24816,Employed,36,1,462,0,0,0,18,1139,21465,20667,0,23,607,High School,24594,Married,Mortgage,3.95,1,Home,30,1462,42132,5,18.65,55.0,3.0,2021-08-14,2068.0,897.1719655403011,65.72398285978245
B090,24438,Employed,24,4,175,4,0,1,5,546,10344,17786,0,49,596,Master,14188,Widowed,Mortgage,15.3,1,Other,25,3814,28130,10,21.22,63.0,27.0,2021-08-15,2036.5,730.5936684181974,44.46813986831315
B091,42046,Employed,72,2,315,2,0,0,16,3330,38243,53224,0,58,487,Associate,36842,Married,Mortgage,18.6,0,Other,20,8530,91467,3,27.93,50.0,34.0,2021-08-16,3503.8333333333335,1059.6691186442504,39.23329073807497
B092,91352,Employed,12,1,522,3,0,0,25,1216,16779,77918,1,34,605,Bachelor,39051,Single,Mortgage,34.2,0,Other,22,11477,94697,2,16.66,41.0,10.0,2021-08-17,7612.666666666667,3555.3388144248597,53.55992837934398
B093,15000,Employed,36,2,461,4,0,0,4,1200,1552,39207,0,26,564,Bachelor,17540,Single,Other,45.9,1,Auto,33,1111,40759,5,23.54,60.0,1.0,2021-08-18,1250.0,683.9150119795707,91.59320095836567
B094,129757,Employed,120,0,615,8,0,0,4,2794,24967,2833,0,18,454,Bachelor,17718,Single,Own,23.9,1,Home,26,444,16600,5,32.31,59.0,0.0,2021-08-19,10813.083333333334,497.57891782173607,10.289192115925022
B095,66983,Employed,48,0,198,3,1,0,18,1533,14951,27517,0,28,524,Associate,62958,Single,Own,11.3,0,Home,31,7207,42468,3,30.93,61.0,7.0,2021-08-20,5581.916666666667,2301.0458131742253,44.7703891406636
B096,60126,Employed,24,3,543,3,0,0,17,2362,10261,20187,1,38,627,Master,13773,Single,Mortgage,14.0,0,Home,39,6730,30448,1,20.31,36.0,15.0,2021-08-21,5010.5,703.0754431715786,24.869283368358023
B097,55630,Employed,48,2,202,2,0,0,25,136,55141,9913,0,59,597,Bachelor,66413,Divorced,Mortgage,74.0,0,Debt Consolidation,28,1718,38031,5,24.19,49.0,37.0,2021-08-22,4635.833333333333,2172.167545808738,51.2133930427914
B098,77982,Employed,72,1,323,5,0,0,16,794,15526,10631,1,48,634,High School,12420,Widowed,Mortgage,4.15,1,Auto,24,7547,26157,4,16.83,38.0,30.0,2021-08-23,6498.5,275.1201298556141,9.2039721451968
B099,21595,Employed,72,5,496,3,0,0,26,816,40110,10147,0,43,567,High School,21982,Married,Own,10.0,3,Debt Consolidation,37,1610,33497,4,23.02,55.0,23.0,2021-08-24,1799.5833333333333,565.7093679427181,58.997510605754194
B100,66620,Employed,72,1,513,5,0,0,1,1155,56546,6950,1,35,631,Bachelor,11077,Single,Mortgage,802.0,1,Auto,24,9935,41988,4,19.52,41.0,13.0,2021-08-25,5551.666666666667,262.252495668238,13.964319945990477
B101,60929,Unemployed,60,3,169,5,0,1,27,781,32685,121910,1,33,617,Master,11612,Married,Own,24.6,1,Home,23,852,154595,2,22.25,43.0,11.0,2021-08-26,5077.416666666667,322.36353522683385,9.67743180213364
B102,176243,Employed,48,0,322,6,0,0,17,710,10839,5439,1,56,604,Bachelor,9706,Married,Rent,6.73,1,Debt Consolidation,23,782,9893,3,18.92,40.0,32.0,2021-08-27,14686.916666666666,289.80096787421263,4.165618841310322
B103,38769,Employed,96,3,237,4,0,0,10,1075,10093,219646,0,42,598,High School,27152,Married,Other,31.9,1,Debt Consolidation,28,3767,229739,3,28.37,53.0,19.0,2021-08-28,3230.75,718.125886559833,29.56359627206788
B104,38987,Employed,108,2,228,4,0,0,29,1024,13157,24389,0,18,582,High School,26384,Married,Own,13.4,2,Debt Consolidation,22,2317,37546,7,26.71,50.0,0.0,2021-08-29,3248.9166666666665,647.3215892053317,26.941952626424143
B105,52604,Self-Employed,60,3,365,3,0,0,17,1812,16467,27463,0,31,635,Bachelor,12149,Married,Rent,1.59,1,Education,31,791,43930,3,21.18,51.0,7.0,2021-08-30,4383.666666666667,329.9026055046109,15.852085898515949
B106,46396,Employed,48,1,332,3,0,0,20,451,29154,273234,0,29,492,High School,15173,Married,Rent,41.8,2,Debt Consolidation,33,3546,302388,8,24.44,46.0,6.0,2021-08-31,3866.3333333333335,498.36567596633495,21.476825828942193
B107,99545,Employed,36,3,672,3,0,0,27,1884,2569,2288,1,33,572,Associate,26613,Married,Rent,23.8,1,Debt Consolidation,22,1262,4857,2,18.45,42.0,9.0,2021-09-01,8295.416666666666,968.1420313177244,19.7716654536267
B108,30451,Self-Employed,12,5,487,4,0,0,11,817,27631,1108,0,46,525,Bachelor,13885,Married,Mortgage,10.8,1,Other,27,1461,28739,7,17.49,55.0,21.0,2021-09-02,2537.5833333333335,1269.609020411653,69.22369789149728
B109,17357,Employed,48,0,826,2,0,1,28,225,24391,96436,0,38,576,High School,22538,Married,Mortgage,4.31,0,Other,25,11572,120827,2,19.24,57.0,16.0,2021-09-03,1446.4166666666667,676.7465141024005,103.89444125844791
B110,50681,Employed,36,1,536,2,0,0,8,2150,38261,10746,0,39,436,Associate,24950,Married,Mortgage,17.1,1,Auto,21,654,12223,6,29.92,50.0,14.0,2021-09-04,4223.416666666667,1058.0738877534604,37.74370405682904
B111,36776,Employed,48,1,388,2,0,0,11,528,45571,67323,0,55,506,Associate,13216,Married,Mortgage,1.71,0,Home,23,1855,112894,2,21.52,56.0,34.0,2021-09-05,3064.6666666666665,412.9480115890406,26.13491445254646
B112,52245,Employed,36,2,479,4,1,0,25,3327,64364,64303,0,31,602,Associate,27697,Single,Mortgage,1.52,2,Home,27,1643,128667,6,23.13,62.0,10.0,2021-09-06,4353.75,1074.020710731917,35.670874779946416
B113,98998,Employed,12,5,509,3,0,0,8,559,30474,103739,0,62,482,Bachelor,41684,Married,Mortgage,516.0,1,Education,27,4288,134213,4,27.69,47.0,39.0,2021-09-07,8249.833333333334,4016.4361886349425,54.854880162851074
B114,46357,Employed,24,1,231,1,1,0,20,2759,2851,14063,0,31,609,Bachelor,32054,Married,Rent,21.0,3,Debt Consolidation,24,727,16914,3,19.45,68.0,9.0,2021-09-08,3863.0833333333335,1622.8145468598782,47.98795125292521
B115,52458,Employed,12,2,376,2,0,0,2,532,21413,248257,0,41,500,Bachelor,19781,Single,Own,13.7,2,Home,16,3040,269670,6,24.93,49.0,18.0,2021-09-09,4371.5,1879.3975081991089,51.59321761864598
B116,15000,Employed,108,2,615,5,0,1,3,744,21871,19611,0,36,598,High School,23680,Married,Rent,8.97,3,Education,32,472,41482,4,24.99,60.0,10.0,2021-09-10,1250.0,552.8177982406153,93.42542385924922
B117,84613,Employed,24,1,563,5,0,0,18,3507,27916,9467,1,41,650,Master,26307,Married,Rent,25.4,1,Home,17,18824,37383,7,17.92,35.0,18.0,2021-09-11,7051.083333333333,1312.336699379624,26.59643363614987
B118,63075,Employed,84,1,1079,0,0,0,28,1574,53233,381569,1,45,570,Bachelor,16572,Married,Other,27.8,1,Auto,35,13507,434802,6,23.26,40.0,22.0,2021-09-12,5256.25,401.2069862007483,28.160893911072503
B119,171555,Self-Employed,36,4,185,3,0,0,19,814,21480,18737,1,45,648,Master,8538,Divorced,Mortgage,27.5,3,Auto,28,786,40217,5,17.37,41.0,24.0,2021-09-13,14296.25,305.9775224137093,3.434309853379098
B120,122828,Employed,36,0,252,2,0,1,23,569,3854,7878,0,30,623,Doctorate,43716,Widowed,Mortgage,3.86,1,Home,19,1829,11732,4,22.26,51.0,11.0,2021-09-14,10235.666666666666,1675.4196453633783,18.830426079037792
B121,17037,Employed,24,4,700,4,0,0,28,2519,7786,10234,0,26,535,Associate,15216,Married,Own,3.97,3,Auto,35,3269,5957,3,22.94,54.0,4.0,2021-09-15,1419.75,796.4590372087692,105.4029961055657
B122,113277,Employed,48,0,466,3,0,0,20,7371,16327,118577,0,70,671,Master,61521,Married,Own,4.07,2,Debt Consolidation,20,2118,134904,6,21.95,40.0,45.0,2021-09-16,9439.75,1936.6158279309152,25.452112904800604
B123,19993,Employed,48,0,254,1,0,0,19,1346,13029,188325,0,34,615,Associate,23968,Single,Mortgage,960.0,1,Other,39,1635,201354,1,22.65,46.0,12.0,2021-09-17,1666.0833333333333,763.6208701148943,61.07862972729821
B124,92213,Employed,36,0,307,1,0,0,6,168,39703,8253,1,48,573,High School,11873,Divorced,Mortgage,3.31,0,Debt Consolidation,28,5800,47956,4,18.33,44.0,25.0,2021-09-18,7684.416666666667,431.2054552677201,9.60652561267136
B125,85220,Employed,60,4,288,4,0,0,29,1959,5006,19384,1,20,453,High School,22251,Single,Other,23.2,0,Auto,21,22431,24390,5,27.39,39.0,0.0,2021-09-19,7101.666666666667,684.6377670418769,13.695908477473038
B126,139145,Employed,48,1,157,3,0,0,10,2785,5034,173205,1,36,617,Associate,14513,Widowed,Mortgage,6.53,0,Auto,23,2348,178239,5,17.56,33.0,11.0,2021-09-20,11595.416666666666,422.9898091156997,5.001888468423872
B127,40653,Employed,120,1,319,6,0,0,23,8688,33109,4215,0,38,560,Bachelor,17285,Single,Mortgage,5.96,2,Home,21,2485,33086,5,33.79,58.0,15.0,2021-09-21,3387.75,504.74153372433847,24.315298759481617
B128,94334,Employed,84,3,757,2,0,0,20,283,118731,7868,0,45,642,Doctorate,30239,Married,Rent,4.57,1,Home,19,5503,27958,2,25.02,49.0,22.0,2021-09-22,7861.166666666667,765.7852794867574,19.370983265674187
B129,92094,Employed,36,1,481,4,1,0,6,2281,20383,76769,0,18,565,Bachelor,72738,Single,Mortgage,2.98,4,Auto,30,34785,97152,3,30.06,61.0,0.0,2021-09-23,7674.5,3090.233676232176,46.533763453412945
B130,74441,Employed,36,0,326,2,0,1,24,2867,16063,12658,0,41,592,Bachelor,45391,Married,Rent,16.7,0,Home,16,1168,28721,7,22.31,59.0,20.0,2021-09-24,6203.416666666667,1740.790788210898,33.31697513269673
B131,19186,Employed,60,3,299,5,0,0,23,477,6839,67572,0,26,624,Master,57382,Married,Mortgage,17.7,1,Auto,28,3491,74411,8,22.9,46.0,4.0,2021-09-25,1598.8333333333333,1614.3304967025156,119.67041572203787
B132,56759,Employed,60,2,260,3,0,0,17,2228,16234,102177,1,43,622,Bachelor,12292,Widowed,Own,12.2,3,Auto,29,570,118411,4,19.78,35.0,22.0,2021-09-26,4729.916666666667,324.1599668429813,12.350322595739485
B133,56832,Employed,60,1,1235,3,0,1,22,22805,22422,72821,0,27,542,High School,34665,Married,Other,2.11,1,Auto,20,4519,95243,7,28.29,58.0,4.0,2021-09-27,4736.0,1085.3960398191266,48.99484881374845
B134,47083,Employed,84,0,575,3,0,0,12,1765,58476,3350,0,29,581,Master,28420,Single,Rent,2.8,2,Home,30,682,35189,5,31.55,51.0,3.0,2021-09-28,3923.5833333333335,842.4434571507927,36.12624829728249
B135,29859,Employed,36,0,607,3,0,0,11,1862,6294,70604,0,36,479,Bachelor,17908,Married,Mortgage,29.0,0,Auto,17,3687,76898,7,28.27,51.0,10.0,2021-09-29,2488.25,743.3537933366198,54.26921705361678
B136,48469,Employed,36,0,336,2,0,0,16,2285,9831,43972,0,27,614,Bachelor,27655,Married,Mortgage,17.0,3,Auto,33,8461,53803,4,16.49,47.0,4.0,2021-09-30,4039.0833333333335,978.9711204261163,32.556177030913354
B137,95173,Employed,36,1,78,2,0,0,14,1001,188608,8055,1,34,537,Bachelor,13563,Single,Mortgage,5.13,0,Other,21,915,21626,4,21.17,43.0,10.0,2021-10-01,7931.083333333333,512.1715421132484,7.441247523309111
B138,47268,Employed,24,4,611,5,0,1,21,927,71007,7187,0,25,561,High School,15028,Single,Mortgage,3.13,0,Other,33,2141,22522,5,18.62,61.0,4.0,2021-10-02,3939.0,754.769074329921,34.672989955062725
B139,49089,Employed,48,1,431,2,0,0,26,463,19919,22392,0,18,584,High School,33806,Married,Own,5.79,1,Education,15,2367,42311,4,22.51,58.0,0.0,2021-10-03,4090.75,1074.476552211041,36.80196913062497
B140,37037,Unemployed,48,1,494,2,0,0,13,201,12737,92461,0,52,477,High School,18926,Married,Rent,42.0,1,Home,20,4015,105198,7,23.77,55.0,33.0,2021-10-04,3086.4166666666665,614.6183272018319,35.91926972060908
B141,45766,Employed,60,1,620,3,0,0,28,265,16631,33069,0,24,430,High School,53437,Single,Mortgage,36.7,1,Auto,19,1126,49700,6,31.64,53.0,0.0,2021-10-05,3813.8333333333335,1783.0826344191996,63.009639498820945
B142,15000,Employed,60,1,138,4,0,0,2,108,22352,10046,0,37,624,Master,7434,Single,Rent,47.4,0,Auto,32,8022,19655,1,22.87,58.0,14.0,2021-10-06,1250.0,209.01308926732165,27.761047141385735
B143,59289,Employed,96,2,627,2,0,0,4,307,4226,62406,0,49,607,Bachelor,6757,Married,Rent,42.9,0,Debt Consolidation,26,1704,66632,5,24.25,53.0,28.0,2021-10-07,4940.75,159.9875700057439,15.928504174583695
B144,29405,Employed,36,1,779,4,0,0,29,834,12433,58879,0,32,551,High School,31566,Married,Mortgage,302.0,2,Debt Consolidation,23,5518,71312,6,19.7,51.0,10.0,2021-10-08,2450.4166666666665,1168.2861278641649,79.46755155371528
B145,44233,Employed,36,0,359,4,0,1,27,1257,24820,714348,1,30,601,Associate,14039,Single,Mortgage,25.0,0,Education,27,2708,739168,4,17.48,37.0,10.0,2021-10-09,3686.0833333333335,503.88881721610437,23.409368133731043
B146,25111,Employed,72,2,862,4,0,1,11,315,52517,2360,0,42,589,Bachelor,56833,Married,Own,20.2,1,Auto,21,2112,54877,2,27.66,62.0,22.0,2021-10-10,2092.5833333333335,1624.9728377233828,118.84701546207077
B147,67027,Employed,36,1,366,5,0,0,10,1658,90898,174136,0,53,570,High School,7896,Widowed,Rent,2.84,0,Education,21,1295,265034,6,23.89,46.0,34.0,2021-10-11,5585.583333333333,309.3267453920313,12.090532091104146
B148,132148,Employed,60,0,464,1,0,0,4,1535,26702,2936,0,25,540,High School,29251,Single,Own,10.4,1,Home,19,8960,13468,3,24.7,50.0,1.0,2021-10-12,11012.333333333334,853.4185445365841,11.963119028997042
B149,54068,Employed,72,1,290,3,0,1,2,14032,51612,7766,0,38,629,Associate,29035,Divorced,Other,26.2,1,Auto,20,19674,33706,6,22.8,57.0,13.0,2021-10-13,4505.666666666667,743.3880486665126,22.935297373674167
B150,36190,Employed,48,0,593,3,0,0,16,523,18169,73804,0,19,509,Associate,30749,Married,Other,275.0,1,Auto,22,903,91973,6,27.66,51.0,1.0,2021-10-14,3015.8333333333335,1065.6949270995149,54.99955547166117
B151,246857,Self-Employed,60,0,482,3,0,0,28,3193,162124,25357,1,35,562,Master,20767,Married,Other,9.82,1,Education,23,6322,187481,2,19.75,41.0,9.0,2021-10-15,20571.416666666668,547.3137041263317,5.003611179555767
B152,28801,Employed,60,0,202,2,0,1,11,782,8756,133778,0,40,493,Master,18168,Single,Mortgage,5.37,1,Home,23,2338,142534,4,26.5,59.0,18.0,2021-10-16,2400.0833333333335,549.349252181533,31.305131857152166
B153,63088,Employed,72,1,415,3,0,0,26,564,22482,41205,1,29,536,Bachelor,9763,Divorced,Mortgage,44.6,0,Debt Consolidation,25,7821,63687,4,21.54,47.0,6.0,2021-10-17,5257.333333333333,242.64774282754948,12.50915057369166
B154,128867,Employed,36,1,669,3,0,0,3,3121,8577,340132,1,34,621,Associate,13157,Widowed,Rent,30.0,0,Education,32,1120,348709,5,18.7,40.0,14.0,2021-10-18,10738.916666666666,480.2899470722419,10.702103226479162
B155,33579,Employed,36,0,231,3,0,0,12,2085,98655,3732,0,23,564,Bachelor,23410,Divorced,Mortgage,40.7,1,Auto,19,4207,47822,8,23.07,54.0,0.0,2021-10-19,2798.25,907.048898607565,40.67002228562726
B156,72442,Employed,48,0,201,3,0,0,5,463,96536,7442,1,40,543,High School,8462,Married,Mortgage,4.34,0,Debt Consolidation,35,2362,76698,3,20.25,45.0,17.0,2021-10-20,6036.833333333333,258.63019801860554,7.61376325366951
B157,47820,Self-Employed,96,5,350,5,0,0,20,2026,26845,8294,0,52,612,High School,29969,Married,Mortgage,30.3,1,Home,23,7533,17723,5,22.01,53.0,27.0,2021-10-21,3985.0,666.0155024688344,25.495997552542892
B158,21349,Unemployed,12,0,363,4,0,0,23,964,8688,181135,0,26,514,High School,21337,Married,Mortgage,10.3,1,Home,28,1174,189823,3,25.49,51.0,1.0,2021-10-22,1779.0833333333333,2033.035145886437,134.67807274643891
B159,34445,Self-Employed,12,1,437,1,0,0,12,2581,13463,23300,0,32,570,High School,42001,Single,Rent,4.31,1,Auto,24,2457,36763,2,23.8,63.0,7.0,2021-10-23,2870.4166666666665,3967.5335322142614,153.4457900611733
B160,42157,Employed,60,2,875,3,0,0,15,380,15820,47132,0,46,500,High School,26237,Single,Mortgage,26.3,0,Debt Consolidation,21,2938,62952,4,27.3,53.0,25.0,2021-10-24,3513.0833333333335,805.8664986238035,47.845904555555755
B161,40613,Employed,48,3,404,0,1,0,17,3061,99274,10238,0,54,603,Bachelor,24779,Single,Own,20.4,1,Home,24,2628,62344,3,18.73,60.0,32.0,2021-10-25,3384.4166666666665,737.3692585325123,33.724253570014895
B162,15275,Employed,60,3,383,2,0,0,14,2167,49038,40720,0,22,597,High School,20148,Single,Mortgage,11.6,2,Home,25,1064,89758,9,19.4,55.0,1.0,2021-10-26,1272.9166666666667,527.0947035334688,71.49680158691734
